#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
# jac2dat - Convert .jac/.jca files to various data formats
# jac2dat v1.04 (2020-07-18)
# Perl v5.30.1
# Current time: 2020-07-18 17:45:34
#
# Jaewoong Jang
# jangj@korea.ac.kr
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

#---------------------------------------------------------------------
# Gamma-ray detector
#---------------------------------------------------------------------
# Detector ID:    det01
# Detector model: GEM (manufacturer: ORTEC, distributor: Seiko EG&G)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Calibration functions
#---------------------------------------------------------------------
# Energy calibration date: 2018-04-19 14:19:21
# Energy (keV)   = 6.942824e-001 + 4.994878e-001*$ch + 6.919887e-008*$ch**2
# Peak FWHM (ch) = 2.076851e+000 + 8.814739e-003*sqrt($nrg) + 1.204853e-003*$nrg
#
# Efficiency calibration date: 2018-04-19 14:22:21
# Efficiency expression: fitted
# det_eff_knee: 180 keV
# det_eff_bef_knee (cnt/gam)  = exp(-3.824022e+001 + 1.427534e+001*ln($nrg) - 1.452642e+000*ln($nrg)**2)
# det_eff_from_knee (cnt/gam) = exp(1.470955e+000 - 1.018902e+000*ln($nrg) + 1.995309e-002*ln($nrg)**2)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Time information
#---------------------------------------------------------------------
# Live time (duration): 1200 s
# Real time (duration): 1209 s
# Acquired time:        2019-01-17 11:15:30
#---------------------------------------------------------------------

#-----------------------------------------------------------------------------------------------------------------------------------------------
# Channel | Gamma energy | Peak FWHM | Peak efficiency | Count       | Count per second or "cps" | Gamma           | Gamma per second or "gps"
# (ch)    | (keV)        | (ch)      | (cnt gam^{-1})  | (cnt)       | (cnt sec^{-1})            | (gam)           | (gam sec^{-1})           
#-----------------------------------------------------------------------------------------------------------------------------------------------
1742         871.0120184   3.3864411      0.0109737873          0.00                     0.00000           0.00000                     0.00000
1743         871.5117474   3.3871178      0.0109690756       2430.98                     2.02582      221621.22859                   184.68436
1744         872.0114765   3.3877945      0.0109643687       1822.96                     1.51913      166262.19450                   138.55183
1745         872.5112057   3.3884712      0.0109596667       3289.40                     2.74117      300136.86485                   250.11405
1746         873.0109351   3.3891478      0.0109549695        560.47                     0.46706       51161.25591                    42.63438
1747         873.5106646   3.3898244      0.0109502772       1254.61                     1.04551      114573.35502                    95.47780
1748         874.0103942   3.3905011      0.0109455897        693.83                     0.57819       63389.00106                    52.82417
1749         874.5101240   3.3911776      0.0109409071          0.00                     0.00000           0.00000                     0.00000
1750         875.0098539   3.3918542      0.0109362293       2904.52                     2.42043      265586.97072                   221.32248
1751         875.5095840   3.3925308      0.0109315562        694.48                     0.57873       63529.83831                    52.94153
1752         876.0093142   3.3932073      0.0109268880       1663.52                     1.38627      152240.96726                   126.86747
1753         876.5090446   3.3938838      0.0109222246        953.04                     0.79420       87256.94960                    72.71412
1754         877.0087750   3.3945603      0.0109175659        282.07                     0.23506       25836.34498                    21.53029
1755         877.5085056   3.3952367      0.0109129121       1715.53                     1.42961      157201.85293                   131.00154
1756         878.0082364   3.3959132      0.0109082630       6304.76                     5.25397      577980.19771                   481.65016
1757         878.5079673   3.3965896      0.0109036187       2125.43                     1.77119      194928.86402                   162.44072
1758         879.0076983   3.3972660      0.0108989791       5359.79                     4.46649      491769.91291                   409.80826
1759         879.5074295   3.3979424      0.0108943443       5668.51                     4.72376      520316.76787                   433.59731
1760         880.0071608   3.3986187      0.0108897142      13707.21                    11.42267     1258730.00503                  1048.94167
1761         880.5068923   3.3992951      0.0108850888       1156.57                     0.96381      106252.69269                    88.54391
1762         881.0066239   3.3999714      0.0108804682      10274.12                     8.56177      944271.86299                   786.89322
1763         881.5063556   3.4006477      0.0108758523        321.26                     0.26772       29538.83434                    24.61570
1764         882.0060874   3.4013240      0.0108712411       2317.27                     1.93106      213155.97479                   177.62998
1765         882.5058194   3.4020002      0.0108666346        952.50                     0.79375       87653.63257                    73.04469
1766         883.0055516   3.4026765      0.0108620328        102.60                     0.08550        9445.74570                     7.87145
1767         883.5052839   3.4033527      0.0108574357        893.09                     0.74424       82256.07052                    68.54673
1768         884.0050163   3.4040289      0.0108528433        893.53                     0.74461       82331.41988                    68.60952
1769         884.5047488   3.4047050      0.0108482556        130.05                     0.10838       11988.10253                     9.99009
1770         885.0044815   3.4053812      0.0108436725          0.00                     0.00000           0.00000                     0.00000
1771         885.5042144   3.4060573      0.0108390941          0.00                     0.00000           0.00000                     0.00000
1772         886.0039473   3.4067334      0.0108345203          0.00                     0.00000           0.00000                     0.00000
1773         886.5036805   3.4074095      0.0108299511          0.00                     0.00000           0.00000                     0.00000
1774         887.0034137   3.4080856      0.0108253866          0.00                     0.00000           0.00000                     0.00000
1775         887.5031471   3.4087616      0.0108208268          0.00                     0.00000           0.00000                     0.00000
1776         888.0028806   3.4094377      0.0108162715        475.76                     0.39647       43985.58214                    36.65465
1777         888.5026143   3.4101137      0.0108117209        824.08                     0.68673       76220.98345                    63.51749
1778         889.0023481   3.4107897      0.0108071749          0.00                     0.00000           0.00000                     0.00000
1779         889.5020820   3.4114656      0.0108026335        183.71                     0.15309       17006.03846                    14.17170
1780         890.0018161   3.4121416      0.0107980966        791.65                     0.65971       73313.84668                    61.09487
1781         890.5015503   3.4128175      0.0107935644        238.77                     0.19898       22121.51536                    18.43460
1782         891.0012847   3.4134934      0.0107890367          0.00                     0.00000           0.00000                     0.00000
1783         891.5010192   3.4141693      0.0107845136        864.62                     0.72052       80172.36864                    66.81031
1784         892.0007538   3.4148451      0.0107799951          0.00                     0.00000           0.00000                     0.00000
1785         892.5004886   3.4155210      0.0107754811        359.59                     0.29966       33371.13185                    27.80928
1786         893.0002235   3.4161968      0.0107709717          0.00                     0.00000           0.00000                     0.00000
1787         893.4999585   3.4168726      0.0107664668          0.00                     0.00000           0.00000                     0.00000
1788         893.9996937   3.4175484      0.0107619664          0.00                     0.00000           0.00000                     0.00000
1789         894.4994290   3.4182242      0.0107574706        707.16                     0.58930       65736.64273                    54.78054
1790         894.9991645   3.4188999      0.0107529793       1022.04                     0.85170       95047.14689                    79.20596
1791         895.4989001   3.4195756      0.0107484925          0.00                     0.00000           0.00000                     0.00000
1792         895.9986358   3.4202513      0.0107440102        880.85                     0.73404       81985.21640                    68.32101
1793         896.4983717   3.4209270      0.0107395324          0.00                     0.00000           0.00000                     0.00000
1794         896.9981077   3.4216026      0.0107350591        416.77                     0.34731       38823.26090                    32.35272
1795         897.4978439   3.4222783      0.0107305903        743.87                     0.61989       69322.37467                    57.76865
1796         897.9975802   3.4229539      0.0107261259        757.10                     0.63092       70584.66438                    58.82055
1797         898.4973166   3.4236295      0.0107216661          0.00                     0.00000           0.00000                     0.00000
1798         898.9970532   3.4243051      0.0107172107        941.36                     0.78447       87836.28764                    73.19691
1799         899.4967899   3.4249806      0.0107127597          0.00                     0.00000           0.00000                     0.00000
1800         899.9965267   3.4256562      0.0107083132        781.46                     0.65122       72976.94627                    60.81412
1801         900.4962637   3.4263317      0.0107038712        195.94                     0.16328       18305.52671                    15.25461
1802         900.9960008   3.4270072      0.0106994336          0.00                     0.00000           0.00000                     0.00000
1803         901.4957381   3.4276827      0.0106950004          0.00                     0.00000           0.00000                     0.00000
1804         901.9954755   3.4283581      0.0106905716          0.00                     0.00000           0.00000                     0.00000
1805         902.4952130   3.4290336      0.0106861473          0.00                     0.00000           0.00000                     0.00000
1806         902.9949507   3.4297090      0.0106817273          0.00                     0.00000           0.00000                     0.00000
1807         903.4946885   3.4303844      0.0106773118       1805.30                     1.50442      169078.13839                   140.89845
1808         903.9944265   3.4310597      0.0106729006          0.00                     0.00000           0.00000                     0.00000
1809         904.4941646   3.4317351      0.0106684939         87.85                     0.07321        8234.52691                     6.86211
1810         904.9939028   3.4324104      0.0106640915       4189.59                     3.49133      392868.90950                   327.39076
1811         905.4936412   3.4330858      0.0106596935         72.76                     0.06063        6825.71220                     5.68809
1812         905.9933797   3.4337611      0.0106552999        521.63                     0.43469       48954.98078                    40.79582
1813         906.4931183   3.4344363      0.0106509106       1530.11                     1.27509      143660.01738                   119.71668
1814         906.9928571   3.4351116      0.0106465257        449.42                     0.37452       42212.83207                    35.17736
1815         907.4925960   3.4357868      0.0106421451       1900.24                     1.58353      178557.98661                   148.79832
1816         907.9923351   3.4364620      0.0106377689        526.52                     0.43877       49495.34130                    41.24612
1817         908.4920743   3.4371372      0.0106333969        526.94                     0.43912       49555.18943                    41.29599
1818         908.9918136   3.4378124      0.0106290294        494.68                     0.41223       46540.46787                    38.78372
1819         909.4915531   3.4384876      0.0106246661        422.92                     0.35243       39805.48616                    33.17124
1820         909.9912927   3.4391627      0.0106203072        520.23                     0.43352       48984.45888                    40.82038
1821         910.4910325   3.4398378      0.0106159525        866.37                     0.72198       81610.19909                    68.00850
1822         910.9907724   3.4405129      0.0106116022          0.00                     0.00000           0.00000                     0.00000
1823         911.4905124   3.4411880      0.0106072562        455.19                     0.37933       42913.07699                    35.76090
1824         911.9902526   3.4418630      0.0106029144          0.00                     0.00000           0.00000                     0.00000
1825         912.4899929   3.4425381      0.0105985769          0.00                     0.00000           0.00000                     0.00000
1826         912.9897333   3.4432131      0.0105942437        340.86                     0.28405       32174.07576                    26.81173
1827         913.4894739   3.4438881      0.0105899148       2817.61                     2.34801      266065.40831                   221.72117
1828         913.9892146   3.4445631      0.0105855901          0.00                     0.00000           0.00000                     0.00000
1829         914.4889555   3.4452380      0.0105812697          0.00                     0.00000           0.00000                     0.00000
1830         914.9886965   3.4459130      0.0105769535        846.46                     0.70538       80028.71523                    66.69060
1831         915.4884376   3.4465879      0.0105726416          0.00                     0.00000           0.00000                     0.00000
1832         915.9881789   3.4472628      0.0105683339        932.19                     0.77683       88205.95675                    73.50496
1833         916.4879203   3.4479377      0.0105640304       1004.62                     0.83718       95098.17396                    79.24848
1834         916.9876619   3.4486125      0.0105597311        320.35                     0.26696       30336.94663                    25.28079
1835         917.4874036   3.4492874      0.0105554361        736.54                     0.61378       69778.26335                    58.14855
1836         917.9871454   3.4499622      0.0105511453         14.36                     0.01197        1360.98970                     1.13416
1837         918.4868874   3.4506370      0.0105468586         12.84                     0.01070        1217.42411                     1.01452
1838         918.9866295   3.4513118      0.0105425762        869.99                     0.72499       82521.57565                    68.76798
1839         919.4863717   3.4519865      0.0105382980        789.96                     0.65830       74960.87156                    62.46739
1840         919.9861141   3.4526613      0.0105340239       1120.41                     0.93368      106361.06494                    88.63422
1841         920.4858566   3.4533360      0.0105297540       1062.07                     0.88506      100863.70477                    84.05309
1842         920.9855993   3.4540107      0.0105254883      22905.07                    19.08756     2176152.72176                  1813.46060
1843         921.4853421   3.4546854      0.0105212267      22521.30                    18.76775     2140558.37369                  1783.79864
1844         921.9850850   3.4553601      0.0105169693       3630.73                     3.02561      345225.88037                   287.68823
1845         922.4848281   3.4560347      0.0105127161        211.71                     0.17642       20138.46832                    16.78206
1846         922.9845713   3.4567093      0.0105084670          0.00                     0.00000           0.00000                     0.00000
1847         923.4843146   3.4573839      0.0105042220        929.87                     0.77489       88523.45254                    73.76954
1848         923.9840581   3.4580585      0.0104999812          0.00                     0.00000           0.00000                     0.00000
1849         924.4838018   3.4587331      0.0104957445        367.26                     0.30605       34991.32440                    29.15944
1850         924.9835455   3.4594076      0.0104915119          0.00                     0.00000           0.00000                     0.00000
1851         925.4832894   3.4600822      0.0104872834          0.00                     0.00000           0.00000                     0.00000
1852         925.9830335   3.4607567      0.0104830590        620.06                     0.51672       59148.76539                    49.29064
1853         926.4827777   3.4614312      0.0104788388        201.72                     0.16810       19250.22461                    16.04185
1854         926.9825220   3.4621056      0.0104746226          0.00                     0.00000           0.00000                     0.00000
1855         927.4822664   3.4627801      0.0104704105         33.30                     0.02775        3180.39106                     2.65033
1856         927.9820110   3.4634545      0.0104662025        751.22                     0.62602       71775.79453                    59.81316
1857         928.4817558   3.4641289      0.0104619986        865.36                     0.72113       82714.59746                    68.92883
1858         928.9815006   3.4648033      0.0104577987          0.00                     0.00000           0.00000                     0.00000
1859         929.4812457   3.4654777      0.0104536029        601.25                     0.50104       57516.05506                    47.93005
1860         929.9809908   3.4661521      0.0104494112        744.41                     0.62034       71239.42095                    59.36618
1861         930.4807361   3.4668264      0.0104452235        690.85                     0.57571       66140.27957                    55.11690
1862         930.9804815   3.4675007      0.0104410398       1021.74                     0.85145       97858.06953                    81.54839
1863         931.4802271   3.4681750      0.0104368602          0.00                     0.00000           0.00000                     0.00000
1864         931.9799728   3.4688493      0.0104326846          0.00                     0.00000           0.00000                     0.00000
1865         932.4797186   3.4695235      0.0104285131          0.00                     0.00000           0.00000                     0.00000
1866         932.9794646   3.4701978      0.0104243455        439.64                     0.36637       42174.35027                    35.14529
1867         933.4792107   3.4708720      0.0104201820          0.00                     0.00000           0.00000                     0.00000
1868         933.9789570   3.4715462      0.0104160225       1812.73                     1.51061      174032.84206                   145.02737
1869         934.4787034   3.4722204      0.0104118670        327.83                     0.27319       31486.18783                    26.23849
1870         934.9784499   3.4728945      0.0104077155        433.31                     0.36109       41633.53625                    34.69461
1871         935.4781966   3.4735687      0.0104035680        194.12                     0.16177       18658.98322                    15.54915
1872         935.9779434   3.4742428      0.0103994244       1252.40                     1.04367      120429.74198                   100.35812
1873         936.4776904   3.4749169      0.0103952849          0.00                     0.00000           0.00000                     0.00000
1874         936.9774375   3.4755910      0.0103911493        718.23                     0.59852       69119.39971                    57.59950
1875         937.4771847   3.4762651      0.0103870176        606.18                     0.50515       58359.38867                    48.63282
1876         937.9769320   3.4769391      0.0103828900          0.00                     0.00000           0.00000                     0.00000
1877         938.4766795   3.4776132      0.0103787663          0.00                     0.00000           0.00000                     0.00000
1878         938.9764272   3.4782872      0.0103746465        314.34                     0.26195       30298.86364                    25.24905
1879         939.4761750   3.4789612      0.0103705307        587.62                     0.48968       56662.48117                    47.21873
1880         939.9759229   3.4796351      0.0103664188          0.00                     0.00000           0.00000                     0.00000
1881         940.4756709   3.4803091      0.0103623109        258.36                     0.21530       24932.66257                    20.77722
1882         940.9754191   3.4809830      0.0103582068          0.00                     0.00000           0.00000                     0.00000
1883         941.4751675   3.4816569      0.0103541067       1476.07                     1.23006      142558.89383                   118.79908
1884         941.9749159   3.4823308      0.0103500105        398.43                     0.33203       38495.61305                    32.07968
1885         942.4746646   3.4830047      0.0103459182         47.32                     0.03943        4573.78446                     3.81149
1886         942.9744133   3.4836786      0.0103418298          0.00                     0.00000           0.00000                     0.00000
1887         943.4741622   3.4843524      0.0103377453        468.30                     0.39025       45300.01315                    37.75001
1888         943.9739112   3.4850262      0.0103336647        461.47                     0.38456       44656.95489                    37.21413
1889         944.4736604   3.4857000      0.0103295880          0.00                     0.00000           0.00000                     0.00000
1890         944.9734097   3.4863738      0.0103255152       1776.95                     1.48079      172093.10823                   143.41092
1891         945.4731591   3.4870476      0.0103214462         25.11                     0.02092        2432.79861                     2.02733
1892         945.9729087   3.4877213      0.0103173811       1279.94                     1.06662      124056.67565                   103.38056
1893         946.4726584   3.4883951      0.0103133198        875.67                     0.72972       84906.70442                    70.75559
1894         946.9724083   3.4890688      0.0103092625        418.48                     0.34873       40592.62257                    33.82719
1895         947.4721583   3.4897425      0.0103052089        328.92                     0.27410       31917.83909                    26.59820
1896         947.9719084   3.4904161      0.0103011592        766.79                     0.63899       74437.25349                    62.03104
1897         948.4716587   3.4910898      0.0102971134       1921.26                     1.60105      186582.38800                   155.48532
1898         948.9714091   3.4917634      0.0102930713          0.00                     0.00000           0.00000                     0.00000
1899         949.4711596   3.4924370      0.0102890331          0.00                     0.00000           0.00000                     0.00000
1900         949.9709103   3.4931106      0.0102849987        923.22                     0.76935       89763.74454                    74.80312
1901         950.4706611   3.4937842      0.0102809682          0.00                     0.00000           0.00000                     0.00000
1902         950.9704121   3.4944578      0.0102769414          0.00                     0.00000           0.00000                     0.00000
1903         951.4701632   3.4951313      0.0102729185          0.00                     0.00000           0.00000                     0.00000
1904         951.9699145   3.4958048      0.0102688993          0.00                     0.00000           0.00000                     0.00000
1905         952.4696658   3.4964784      0.0102648839          0.00                     0.00000           0.00000                     0.00000
1906         952.9694173   3.4971518      0.0102608724          0.00                     0.00000           0.00000                     0.00000
1907         953.4691690   3.4978253      0.0102568646          0.00                     0.00000           0.00000                     0.00000
1908         953.9689208   3.4984988      0.0102528606        622.59                     0.51882       60723.54119                    50.60295
1909         954.4686727   3.4991722      0.0102488603          0.00                     0.00000           0.00000                     0.00000
1910         954.9684248   3.4998456      0.0102448638        894.74                     0.74562       87335.47036                    72.77956
1911         955.4681770   3.5005190      0.0102408711        389.16                     0.32430       38000.67364                    31.66723
1912         955.9679294   3.5011924      0.0102368821          0.00                     0.00000           0.00000                     0.00000
1913         956.4676818   3.5018657      0.0102328969          0.00                     0.00000           0.00000                     0.00000
1914         956.9674345   3.5025391      0.0102289154        745.41                     0.62117       72872.82871                    60.72736
1915         957.4671872   3.5032124      0.0102249377        431.92                     0.35993       42241.82235                    35.20152
1916         957.9669401   3.5038857      0.0102209636          0.00                     0.00000           0.00000                     0.00000
1917         958.4666932   3.5045590      0.0102169933          0.00                     0.00000           0.00000                     0.00000
1918         958.9664463   3.5052322      0.0102130268        118.98                     0.09915       11649.82748                     9.70819
1919         959.4661997   3.5059055      0.0102090639        283.85                     0.23654       27803.72443                    23.16977
1920         959.9659531   3.5065787      0.0102051048          0.00                     0.00000           0.00000                     0.00000
1921         960.4657067   3.5072519      0.0102011493       2089.47                     1.74122      204826.92010                   170.68910
1922         960.9654604   3.5079251      0.0101971976       5784.02                     4.82002      567216.62470                   472.68052
1923         961.4652143   3.5085983      0.0101932495       1751.05                     1.45921      171785.25775                   143.15438
1924         961.9649683   3.5092714      0.0101893052        946.65                     0.78887       92906.23681                    77.42186
1925         962.4647225   3.5099446      0.0101853645        277.74                     0.23145       27268.53811                    22.72378
1926         962.9644767   3.5106177      0.0101814275        616.95                     0.51413       60595.62867                    50.49636
1927         963.4642312   3.5112908      0.0101774942        381.73                     0.31811       37507.26788                    31.25606
1928         963.9639857   3.5119639      0.0101735645          0.00                     0.00000           0.00000                     0.00000
1929         964.4637404   3.5126369      0.0101696385          0.00                     0.00000           0.00000                     0.00000
1930         964.9634953   3.5133100      0.0101657161          0.00                     0.00000           0.00000                     0.00000
1931         965.4632502   3.5139830      0.0101617974        730.66                     0.60888       71902.63374                    59.91886
1932         965.9630054   3.5146560      0.0101578824        626.27                     0.52189       61653.59823                    51.37800
1933         966.4627606   3.5153290      0.0101539710        125.96                     0.10497       12404.99902                    10.33750
1934         966.9625160   3.5160020      0.0101500632          0.00                     0.00000           0.00000                     0.00000
1935         967.4622715   3.5166750      0.0101461590        768.34                     0.64028       75727.17877                    63.10598
1936         967.9620272   3.5173479      0.0101422585          0.00                     0.00000           0.00000                     0.00000
1937         968.4617830   3.5180208      0.0101383616        753.01                     0.62751       74273.34208                    61.89445
1938         968.9615390   3.5186937      0.0101344683         50.31                     0.04193        4964.24661                     4.13687
1939         969.4612950   3.5193666      0.0101305786       2539.00                     2.11583      250627.34259                   208.85612
1940         969.9610513   3.5200395      0.0101266925        623.54                     0.51962       61573.90456                    51.31159
1941         970.4608076   3.5207123      0.0101228101          0.00                     0.00000           0.00000                     0.00000
1942         970.9605641   3.5213851      0.0101189312          0.00                     0.00000           0.00000                     0.00000
1943         971.4603208   3.5220579      0.0101150558        436.25                     0.36354       43128.77819                    35.94065
1944         971.9600775   3.5227307      0.0101111841          0.00                     0.00000           0.00000                     0.00000
1945         972.4598345   3.5234035      0.0101073160          0.00                     0.00000           0.00000                     0.00000
1946         972.9595915   3.5240763      0.0101034514        195.13                     0.16261       19313.20224                    16.09434
1947         973.4593487   3.5247490      0.0100995904          0.00                     0.00000           0.00000                     0.00000
1948         973.9591060   3.5254217      0.0100957329       1720.78                     1.43398      170446.26802                   142.03856
1949         974.4588635   3.5260944      0.0100918790         16.95                     0.01412        1679.56829                     1.39964
1950         974.9586211   3.5267671      0.0100880287        841.09                     0.70091       83375.06032                    69.47922
1951         975.4583788   3.5274398      0.0100841819        820.58                     0.68382       81372.98686                    67.81082
1952         975.9581367   3.5281124      0.0100803386          0.00                     0.00000           0.00000                     0.00000
1953         976.4578948   3.5287851      0.0100764989        860.39                     0.71699       85385.80794                    71.15484
1954         976.9576529   3.5294577      0.0100726627        132.59                     0.11049       13163.35152                    10.96946
1955         977.4574112   3.5301303      0.0100688300          0.00                     0.00000           0.00000                     0.00000
1956         977.9571696   3.5308029      0.0100650009        609.42                     0.50785       60548.42979                    50.45702
1957         978.4569282   3.5314754      0.0100611753          0.00                     0.00000           0.00000                     0.00000
1958         978.9566869   3.5321480      0.0100573531          0.00                     0.00000           0.00000                     0.00000
1959         979.4564458   3.5328205      0.0100535345          0.00                     0.00000           0.00000                     0.00000
1960         979.9562048   3.5334930      0.0100497194          0.00                     0.00000           0.00000                     0.00000
1961         980.4559639   3.5341655      0.0100459078          0.00                     0.00000           0.00000                     0.00000
1962         980.9557232   3.5348379      0.0100420997        417.90                     0.34825       41614.80313                    34.67900
1963         981.4554826   3.5355104      0.0100382950        598.52                     0.49877       59623.67113                    49.68639
1964         981.9552421   3.5361828      0.0100344938        250.86                     0.20905       24999.76622                    20.83314
1965         982.4550018   3.5368553      0.0100306961        261.06                     0.21755       26026.10988                    21.68842
1966         982.9547616   3.5375277      0.0100269019        126.69                     0.10558       12635.00940                    10.52917
1967         983.4545216   3.5382000      0.0100231112          0.00                     0.00000           0.00000                     0.00000
1968         983.9542817   3.5388724      0.0100193239        471.13                     0.39261       47022.13506                    39.18511
1969         984.4540419   3.5395448      0.0100155400          0.00                     0.00000           0.00000                     0.00000
1970         984.9538023   3.5402171      0.0100117596          0.00                     0.00000           0.00000                     0.00000
1971         985.4535628   3.5408894      0.0100079827         23.61                     0.01967        2359.11679                     1.96593
1972         985.9533235   3.5415617      0.0100042092          0.00                     0.00000           0.00000                     0.00000
1973         986.4530842   3.5422340      0.0100004391        445.71                     0.37143       44569.04294                    37.14087
1974         986.9528452   3.5429062      0.0099966725        796.85                     0.66404       79711.52428                    66.42627
1975         987.4526062   3.5435785      0.0099929093         64.12                     0.05343        6416.54981                     5.34712
1976         987.9523674   3.5442507      0.0099891495       1069.52                     0.89127      107068.17478                    89.22348
1977         988.4521288   3.5449229      0.0099853931          0.00                     0.00000           0.00000                     0.00000
1978         988.9518903   3.5455951      0.0099816401          0.00                     0.00000           0.00000                     0.00000
1979         989.4516519   3.5462673      0.0099778906          0.00                     0.00000           0.00000                     0.00000
1980         989.9514136   3.5469394      0.0099741444          0.00                     0.00000           0.00000                     0.00000
1981         990.4511755   3.5476115      0.0099704016          0.00                     0.00000           0.00000                     0.00000
1982         990.9509376   3.5482837      0.0099666623          0.00                     0.00000           0.00000                     0.00000
1983         991.4506998   3.5489558      0.0099629263        777.02                     0.64752       77991.14225                    64.99262
1984         991.9504621   3.5496279      0.0099591937          0.00                     0.00000           0.00000                     0.00000
1985         992.4502245   3.5502999      0.0099554644        894.64                     0.74553       89864.21529                    74.88685
1986         992.9499871   3.5509720      0.0099517386          0.00                     0.00000           0.00000                     0.00000
1987         993.4497498   3.5516440      0.0099480161        895.51                     0.74626       90018.95360                    75.01579
1988         993.9495127   3.5523160      0.0099442970          0.00                     0.00000           0.00000                     0.00000
1989         994.4492757   3.5529880      0.0099405812        769.49                     0.64124       77408.95459                    64.50746
1990         994.9490388   3.5536600      0.0099368688          0.00                     0.00000           0.00000                     0.00000
1991         995.4488021   3.5543320      0.0099331597        942.25                     0.78521       94859.04027                    79.04920
1992         995.9485655   3.5550039      0.0099294540        463.58                     0.38632       46687.36054                    38.90613
1993         996.4483291   3.5556758      0.0099257516        138.48                     0.11540       13951.58825                    11.62632
1994         996.9480928   3.5563477      0.0099220526         47.40                     0.03950        4777.23732                     3.98103
1995         997.4478566   3.5570196      0.0099183569        627.12                     0.52260       63228.21485                    52.69018
1996         997.9476206   3.5576915      0.0099146645          0.00                     0.00000           0.00000                     0.00000
1997         998.4473847   3.5583634      0.0099109754          0.00                     0.00000           0.00000                     0.00000
1998         998.9471490   3.5590352      0.0099072897          0.00                     0.00000           0.00000                     0.00000
1999         999.4469134   3.5597070      0.0099036072          0.00                     0.00000           0.00000                     0.00000
2000         999.9466779   3.5603788      0.0098999281          0.00                     0.00000           0.00000                     0.00000
2001        1000.4464425   3.5610506      0.0098962523        952.26                     0.79355       96224.30547                    80.18692
2002        1000.9462073   3.5617224      0.0098925797        366.56                     0.30547       37054.03550                    30.87836
2003        1001.4459723   3.5623942      0.0098889105        897.71                     0.74809       90779.46480                    75.64955
2004        1001.9457374   3.5630659      0.0098852445          0.00                     0.00000           0.00000                     0.00000
2005        1002.4455026   3.5637376      0.0098815818          0.00                     0.00000           0.00000                     0.00000
2006        1002.9452679   3.5644093      0.0098779224        710.78                     0.59232       71956.42648                    59.96369
2007        1003.4450334   3.5650810      0.0098742663          0.00                     0.00000           0.00000                     0.00000
2008        1003.9447991   3.5657527      0.0098706135        730.20                     0.60850       73977.16488                    61.64764
2009        1004.4445648   3.5664243      0.0098669639          0.00                     0.00000           0.00000                     0.00000
2010        1004.9443308   3.5670960      0.0098633176       1586.20                     1.32183      160818.10117                   134.01508
2011        1005.4440968   3.5677676      0.0098596745        104.72                     0.08727       10621.04030                     8.85087
2012        1005.9438630   3.5684392      0.0098560347          0.00                     0.00000           0.00000                     0.00000
2013        1006.4436293   3.5691108      0.0098523981          0.00                     0.00000           0.00000                     0.00000
2014        1006.9433958   3.5697823      0.0098487648        482.14                     0.40178       48954.36251                    40.79530
2015        1007.4431624   3.5704539      0.0098451347         79.55                     0.06629        8080.13326                     6.73344
2016        1007.9429291   3.5711254      0.0098415078          0.00                     0.00000           0.00000                     0.00000
2017        1008.4426960   3.5717969      0.0098378842          0.00                     0.00000           0.00000                     0.00000
2018        1008.9424630   3.5724684      0.0098342638        796.31                     0.66359       80973.01638                    67.47751
2019        1009.4422302   3.5731399      0.0098306466          0.00                     0.00000           0.00000                     0.00000
2020        1009.9419975   3.5738114      0.0098270326          0.00                     0.00000           0.00000                     0.00000
2021        1010.4417649   3.5744828      0.0098234218        592.90                     0.49408       60355.75084                    50.29646
2022        1010.9415325   3.5751543      0.0098198143          0.00                     0.00000           0.00000                     0.00000
2023        1011.4413002   3.5758257      0.0098162099          0.00                     0.00000           0.00000                     0.00000
2024        1011.9410680   3.5764971      0.0098126087          0.00                     0.00000           0.00000                     0.00000
2025        1012.4408360   3.5771685      0.0098090108          0.00                     0.00000           0.00000                     0.00000
2026        1012.9406041   3.5778398      0.0098054160        516.46                     0.43038       52670.89126                    43.89241
2027        1013.4403724   3.5785112      0.0098018244          0.00                     0.00000           0.00000                     0.00000
2028        1013.9401408   3.5791825      0.0097982360        487.72                     0.40643       49776.30672                    41.48026
2029        1014.4399093   3.5798538      0.0097946508         33.49                     0.02791        3419.21329                     2.84934
2030        1014.9396780   3.5805251      0.0097910687       1722.95                     1.43579      175971.59782                   146.64300
2031        1015.4394468   3.5811964      0.0097874898          0.00                     0.00000           0.00000                     0.00000
2032        1015.9392158   3.5818677      0.0097839140       1934.81                     1.61234      197754.19053                   164.79516
2033        1016.4389849   3.5825389      0.0097803414          0.00                     0.00000           0.00000                     0.00000
2034        1016.9387541   3.5832101      0.0097767720          0.00                     0.00000           0.00000                     0.00000
2035        1017.4385235   3.5838813      0.0097732057          0.00                     0.00000           0.00000                     0.00000
2036        1017.9382930   3.5845525      0.0097696426          0.00                     0.00000           0.00000                     0.00000
2037        1018.4380626   3.5852237      0.0097660826          0.00                     0.00000           0.00000                     0.00000
2038        1018.9378324   3.5858949      0.0097625257          0.00                     0.00000           0.00000                     0.00000
